Clip ID	Word Number	Original Word	TreeTagger POS	POS	Lemma	Speaker	Start Time	End Time	SRT Line	Language	File ID	Tense	Mood	Number	Person	Gender
MF073_1964_SA_SU2012_JB_02	tt-647	Magos	NC	Noun	mago	>>s	00:00:13	00:00:18	3	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-648	.	FS	Punctuation	.	>>s	00:00:13	00:00:18	3	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-649	Vienen	VLfin	Verb	venir	>>s	00:00:13	00:00:18	3	Spanish	MF073_1964_SA_SU2012_JB	Pres	Indi	Plural	3rd
MF073_1964_SA_SU2012_JB_02	tt-650	enero	NMON	Noun	enero	>>s	00:00:13	00:00:18	3	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-651	seis	CARD	Determiner	seis	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-652	.	FS	Punctuation	.	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-653	Y	CC	Conjunction	y	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-654	toda	QU	Determiner	todo	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-655	la	ART	Determiner	el	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-656	familia	NC	Noun	familia	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-657	...	DOTS	Punctuation	...	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-658	es	ADV	Adverb	es	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-659	decir	ADV	Adverb	decir	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-660	tus	NC	Noun	<unknown>	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-661	abuelos	NC	Noun	abuelo	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-662	,	CM	Punctuation	,	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-663	los	ART	Determiner	el	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-664	tíos	NC	Noun	tío	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-665	...	DOTS	Punctuation	...	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-666	todo	QU	Determiner	todo	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-667	el	ART	Determiner	el	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-668	mundo	NC	Noun	mundo	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-669	viene	VLfin	Verb	venir	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB	Pres	Indi	Sing	3rd
MF073_1964_SA_SU2012_JB_02	tt-670	y	CC	Conjunction	y	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-671	partimos	VLfin	Verb	partir	>>s	00:00:18	00:00:25	4	Spanish	MF073_1964_SA_SU2012_JB	Pres or Pret	Indi	Plural	1st
MF073_1964_SA_SU2012_JB_02	tt-672	la	ART	Determiner	el	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-673	rosca	NC	Noun	rosca	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-674	de	PREP	Preposition	de	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-675	Reyes	NP	Noun	Rey	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-676	.	FS	Punctuation	.	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-677	Adentro	ADV	Adverb	adentro	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-678	de	PREP	Preposition	de	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-679	la	ART	Determiner	el	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-680	rosca	NC	Noun	rosca	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-681	hay	VHfin	Verb	haber	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB	Pres	Indi	Sing	3rd
MF073_1964_SA_SU2012_JB_02	tt-682	un	ART	Determiner	un	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-683	bebé	NC	Noun	bebé	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-684	Jesús	NP	Noun	Jesús	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-685	.	FS	Punctuation	.	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-686	Y	CC	Conjunction	y	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-687	el	ART	Determiner	el	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-688	que	CQUE	Conjunction	que	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-689	se	SE	Other	se	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-690	encuentre	VLfin	Verb	encontrar	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB	Pres	Subj	Sing	1st or 3rd
MF073_1964_SA_SU2012_JB_02	tt-691	el	ART	Determiner	el	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-692	bebé	NC	Noun	bebé	>>s	00:00:25	00:00:31	5	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-693	Jesús	NP	Noun	Jesús	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-694	es	VSfin	Verb	ser	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB	Pres	Indi	Sing	3rd
MF073_1964_SA_SU2012_JB_02	tt-695	el	ART	Determiner	el	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-696	que	CQUE	Conjunction	que	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-697	tiene	VMfin	Verb	tener	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-698	que	CQUE	Conjunction	que	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-699	dar	VLinf	Verb	dar	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB	Infinitive			
MF073_1964_SA_SU2012_JB_02	tt-700	la	ART	Determiner	el	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-701	fiesta	NC	Noun	fiesta	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-702	en	PREP	Preposition	en	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-703	la	ART	Determiner	el	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-704	fiesta	NC	Noun	fiesta	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-705	de	PREP	Preposition	de	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-706	la	ART	Determiner	el	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-707	candelaria	NC	Noun	<unknown>	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-708	en	PREP	Preposition	en	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-709	febrero	NC	Noun	febrero	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-710	dos	CARD	Determiner	dos	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB			Plural	
MF073_1964_SA_SU2012_JB_02	tt-711	.	FS	Punctuation	.	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-712	Entonces	ADV	Adverb	entonces	>>s	00:00:31	00:00:36	6	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-713	se	SE	Other	se	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-714	...	DOTS	Punctuation	...	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-715	se	SE	Other	se	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB				
MF073_1964_SA_SU2012_JB_02	tt-716	hace	VLfin	Verb	hacer	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB	Pres	Indi	Sing	3rd
MF073_1964_SA_SU2012_JB_02	tt-717	un	ART	Determiner	un	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-718	relajo	NC	Noun	relajo	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-719	padre	NC	Noun	padre	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB			Singular	
MF073_1964_SA_SU2012_JB_02	tt-720	.	FS	Punctuation	.	>>s	00:00:36	00:00:38	7	Spanish	MF073_1964_SA_SU2012_JB				
