Clip ID	Word Number	Original Word	TreeTagger POS	POS	Lemma	Speaker	Start Time	End Time	SRT Line	Language	File ID	Tense	Mood	Number	Person	Gender
MF025_1967_CT_SU2011_VA_08	tt-5193	la	ART	Determiner	el	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5194	Biblia	NP	Noun	<unknown>	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5195	y	CC	Conjunction	y	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5196	él	PPX	Pronoun	él	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5197	llegó	VLfin	Verb	llegar	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5198	ahí	ADV	Adverb	ahí	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5199	,	CM	Punctuation	,	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5200	y	CC	Conjunction	y	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5201	pues	CSUBF	Conjunction	pues	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5202	se	SE	Other	se	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5203	fue	VLfin	Verb	ir	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5204	quedando	VLger	Verb	quedar	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5205	hasta	PREP	Preposition	hasta	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5206	que	CQUE	Conjunction	que	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5207	no	NEG	Adverb	no	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5208	sé	VLfin	Verb	saber|ser	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5209	en	PREP	Preposition	en	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5210	qué	INT	Pronoun	qué	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5211	momento	NC	Noun	momento	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5212	,	CM	Punctuation	,	>>s	00:01:03	00:01:10	9	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5213	nos	PPX	Pronoun	nosotros	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5214	hicimos	VLfin	Verb	hacer	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA	Pres or Pret	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5215	tan	ADV	Adverb	tan	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5216	amigos	ADJ	Adjective	amigo	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5217	que	CQUE	Conjunction	que	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5218	después	PREP	Preposition	después	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5219	de	PREP	Preposition	de	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5220	eso	DM	Determiner	ese	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5221	nos	PPX	Pronoun	nosotros	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5222	hicimos	VLfin	Verb	hacer	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA	Pres or Pret	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5223	novios	NC	Noun	novio	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5224	y	CC	Conjunction	y	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5225	duramos	VLfin	Verb	<unknown>	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA	Pres or Pret	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5226	tres	CARD	Determiner	tres	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5227	años	NC	Noun	año	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5228	de	PREP	Preposition	de	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5229	novios	NC	Noun	novio	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5230	,	CM	Punctuation	,	>>s	00:01:12	00:01:19	10	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5231	cosa	NC	Noun	cosa	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5232	que	CQUE	Conjunction	que	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5233	a	ADV	Adverb	a	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5234	veces	ADV	Adverb	veces	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5235	no	NEG	Adverb	no	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5236	es	VSfin	Verb	ser	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5237	muy	ADV	Adverb	muy	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5238	común	ADJ	Adjective	común	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5239	,	CM	Punctuation	,	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5240	pero	CCAD	Conjunction	pero	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5241	duramos	VLfin	Verb	<unknown>	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA	Pres or Pret	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5242	tres	CARD	Determiner	tres	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5243	años	NC	Noun	año	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5244	de	PREP	Preposition	de	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5245	novios	NC	Noun	novio	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5246	.	FS	Punctuation	.	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5247	Eh	NP	Noun	eh	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5248	...	DOTS	Punctuation	...	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5249	yo	PPX	Pronoun	yo	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5250	tengo	VLfin	Verb	tener	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5251	dos	CARD	Determiner	dos	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5252	hermanas	NC	Noun	hermano	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5253	,	CM	Punctuation	,	>>s	00:01:19	00:01:26	11	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5254	una	ART	Determiner	un	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5255	que	CQUE	Conjunction	que	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5256	ya	ADV	Adverb	ya	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5257	no	NEG	Adverb	no	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5258	está	VEfin	Verb	estar	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5259	conmigo	VLfin	Verb	<unknown>	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5260	,	CM	Punctuation	,	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5261	como	CSUBX	Conjunction	como	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5262	comenté	VLfin	Verb	comentar	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5263	,	CM	Punctuation	,	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5264	y	CC	Conjunction	y	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5265	otra	QU	Determiner	otro	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5266	mayor	ADJ	Adjective	grande	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5267	que	CQUE	Conjunction	que	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5268	yo	PPX	Pronoun	yo	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5269	también	ADV	Adverb	también	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5270	,	CM	Punctuation	,	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5271	las	ART	Determiner	el	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5272	dos	CARD	Determiner	dos	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5273	mayores	ADJ	Adjective	grande	>>s	00:01:27	00:01:32	12	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5274	que	CQUE	Conjunction	que	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5275	yo	PPX	Pronoun	yo	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5276	.	FS	Punctuation	.	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5277	Así	ADV	Adverb	así	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5278	que	CQUE	Conjunction	que	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5279	la	ART	Determiner	el	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5280	que	CQUE	Conjunction	que	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5281	estaba	VEfin	Verb	estar	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5282	...	DOTS	Punctuation	...	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5283	la	ART	Determiner	el	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5284	que	CQUE	Conjunction	que	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5285	está	VEfin	Verb	estar	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5286	inmediata	ADJ	Adjective	inmediato	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5287	a	PREP	Preposition	a	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5288	mí	PPX	Pronoun	yo	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5289	eh	NP	Noun	eh	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5290	...	DOTS	Punctuation	...	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5291	para	CSUBI	Conjunction	para	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5292	arriba	ADV	Adverb	arriba	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5293	,	CM	Punctuation	,	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5294	ella	PPX	Pronoun	él	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5295	no	NEG	Adverb	no	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5296	,	CM	Punctuation	,	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5297	no	NEG	Adverb	no	>>s	00:01:32	00:01:39	13	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5298	estaba	VEfin	Verb	estar	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5299	casada	VLadj	Verb	casar	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5300	y	CC	Conjunction	y	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5301	yo	PPX	Pronoun	yo	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5302	no	NEG	Adverb	no	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5303	quería	VLfin	Verb	querer	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5304	dejarla	VLinf	Verb	dejar	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5305	sola	ADJ	Adjective	solo	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5306	.	FS	Punctuation	.	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5307	Mi	PPO	Pronoun	mío	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5308	esposo	NC	Noun	esposo	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5309	,	CM	Punctuation	,	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5310	al	PAL	Preposition	al	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5311	año	NC	Noun	año	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5312	de	PREP	Preposition	de	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5313	que	CQUE	Conjunction	que	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5314	fuimos	VLfin	Verb	ir|ser	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA	Pres or Pret	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5315	novios	NC	Noun	novio	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5316	,	CM	Punctuation	,	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5317	eh	NP	Noun	eh	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5318	...	DOTS	Punctuation	...	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5319	me	PPX	Pronoun	yo	>>s	00:01:41	00:01:48	14	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5320	dijo	VLfin	Verb	decir	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5321	que	CQUE	Conjunction	que	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5322	si	CSUBX	Conjunction	si	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5323	nos	PPX	Pronoun	nosotros	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5324	casábamos	VLfin	Verb	<unknown>	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Plural	1st
MF025_1967_CT_SU2011_VA_08	tt-5325	,	CM	Punctuation	,	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5326	pero	CCAD	Conjunction	pero	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5327	yo	PPX	Pronoun	yo	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5328	le	PPC	Pronoun	él	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5329	dije	VLfin	Verb	decir	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA	Pret	Indi	Sing	1st
MF025_1967_CT_SU2011_VA_08	tt-5330	que	CQUE	Conjunction	que	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5331	no	NEG	Adverb	no	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5332	,	CM	Punctuation	,	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5333	porque	CSUBX	Conjunction	porque	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5334	yo	PPX	Pronoun	yo	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5335	no	NEG	Adverb	no	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5336	quería	VLfin	Verb	querer	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA	Imp	Indi	Sing	1st or 3rd
MF025_1967_CT_SU2011_VA_08	tt-5337	dejar	VLinf	Verb	dejar	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA	Infinitive			
MF025_1967_CT_SU2011_VA_08	tt-5338	sola	ADJ	Adjective	solo	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5339	a	PREP	Preposition	a	>>s	00:01:50	00:01:55	15	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5340	mi	PPO	Pronoun	mío	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5341	hermana	NC	Noun	hermano	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5342	.	FS	Punctuation	.	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5343	Mi	PPO	Pronoun	mío	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5344	hermana	NC	Noun	hermano	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5345	es	VSfin	Verb	ser	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA	Pres	Indi	Sing	3rd
MF025_1967_CT_SU2011_VA_08	tt-5346	cuatro	CARD	Determiner	cuatro	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5347	años	NC	Noun	año	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5348	,	CM	Punctuation	,	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
MF025_1967_CT_SU2011_VA_08	tt-5349	cinco	CARD	Determiner	cinco	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5350	años	NC	Noun	año	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Plural	
MF025_1967_CT_SU2011_VA_08	tt-5351	mayor	ADJ	Adjective	grande	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA			Singular	
MF025_1967_CT_SU2011_VA_08	tt-5352	que	CQUE	Conjunction	que	>>s	00:01:55	00:02:01	16	Spanish	MF025_1967_CT_SU2011_VA				
