ClipId	Gram	Prag	Herit	Vocab,Vocab
OM023_1962_CT_SU2011_VA_07	Det,Det:Art,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Genero,Genero:ExcepMasc	MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Noun:idioma,Verb:ser,Noun:país,Adjective:importante,Adjective:súper,Noun:gente,Adjective:bueno
OM023_1962_CT_SU2011_VA_08	Det,Det:Art,Det:Demo,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,PerfPerif	MarcadoresDisc,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Verb:tener,Verb:decir,Verb:haber,Noun:marca,Noun:cigarro,Verb:entender,Verb:aprender,Adjective:primero,Noun:idioma,Noun:gasolina,Noun:señor,Noun:idea,Noun:trabajo,Verb:reconocer,Verb:recordar,Verb:querer
OM023_1962_CT_SU2011_VA_09	Det,Det:Art,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,PerfPerif,SerEstar,SerEstar:EstarAux,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Revision		Fraseol,Fraseol:VerbPrep,Verb:estar,Noun:niño,Verb:ser,Verb:tener,Noun:importancia,Noun:suelo,Noun:inglés,Verb:haber,Verb:caer,Verb:hablar,Verb:montar,Noun:idioma,Noun:bicicleta
OM023_1962_CT_SU2011_VA_10	Det,Det:Art,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,Gustar,Gustar:Ajenos,PerfPerif,SerEstar,SerEstar:EstarAux,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Verb:haber,Noun:música,Noun:idioma,Verb:oír,Noun:inglés,Verb:decir,Adjective:claro,Verb:estar,Noun:oído,Verb:tener,Verb:gustar,Verb:corregir,Verb:aprender,Noun:pronunciación
OM023_1962_CT_SU2011_VA_11	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Noun:Ana,Noun:María,Verb:ser,Noun:niño,Verb:tener,Verb:ir,Verb:decir,Verb:pasar,Verb:querer,Adjective:igual,Noun:actividad,Verb:crecer
OM024_1933_CT_SU2011_VA_01	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		Entities,Entities:Geo,Fraseol,Fraseol:VerbPrep,Verb:ser,Verb:tener,Noun:animal,Noun:escuela,Noun:año,Verb:nacer,Verb:correr,Noun:pueblo,Noun:fecha,Noun:finca,Noun:Colombia,Noun:banano,Verb:ir,Verb:caminar,Verb:querer
OM024_1933_CT_SU2011_VA_02	Det,Det:Art,Det:Demo,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Revision		Fraseol,Fraseol:VerbPrep,Verb:hacer,Verb:poder,Adjective:bueno
OM024_1933_CT_SU2011_VA_03	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser			,Noun:hermano,Verb:ser,Verb:llamar,Noun:villa,Verb:estar,Verb:vivir,Verb:jugar,Verb:cuidar,Verb:tener
OM024_1933_CT_SU2011_VA_04	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pret,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Genero,Genero:ExcepMasc	MarcadoresDisc,MarcadoresDisc:Causa		,Verb:ser,Verb:haber,Noun:cosa,Noun:servicio,Verb:servir,Noun:casa,Noun:Santa
OM024_1933_CT_SU2011_VA_05	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser			,Verb:ser,Noun:madre,Verb:tener,Noun:papá,Adjective:bueno
OM024_1933_CT_SU2011_VA_06	Det,Det:Art,Det:Demo,Det:Pos,Imperf,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Igualdad		,Noun:centavo,Verb:comprar,Verb:ser,Noun:cosa,Verb:dar,Noun:año
OM024_1933_CT_SU2011_VA_07	Det,Det:Art,Det:Demo,Haber,Haber:Exist,Imperf,Indefinido,Prep,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Propios,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision		,Verb:ser,Noun:escuela,Verb:pasar,Verb:repetir,Noun:muchacho,Noun:nombre,Verb:haber,Adjective:primero,Verb:llamar,Verb:recordar,Verb:ir,Verb:quedar
OM024_1933_CT_SU2011_VA_08	Det,Det:Art,Imperf,Indefinido,MSub,MSub:Pres,MSub:Pret,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Gustar,Gustar:Ajenos,Gustar:Propios,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Revision		,Verb:gustar,Verb:ser,Verb:hacer,Noun:bachillerato,Noun:escuela,Verb:ir,Noun:título,Noun:vez,Verb:haber,Verb:graduar,Verb:tener,Noun:cosa,Noun:muchacho
OM039_1985_CT_SU2011_ER_01	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pret,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Ser,Genero,Genero:ExcepMasc	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		Entities,Entities:Geo,Verb:ser,Verb:llegar,Noun:año,Noun:Perú,Verb:estudiar,Adjective:claro,Verb:saber,Noun:instituto,Verb:seguir,Verb:practicar,Verb:ir,Noun:Lima,Noun:Hans
OM039_1985_CT_SU2011_ER_02	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		Entities,Entities:Geo,Fraseol,Fraseol:VerbPrep,Verb:ser,Noun:año,Verb:hacer,Verb:tener,Verb:llegar,Verb:tratar,Noun:Perú,Verb:trabajar,Verb:existir,Noun:clase,Verb:acabar,Verb:haber,Verb:convalidar,Verb:estudiar,Verb:querer,Noun:medio
OM039_1985_CT_SU2011_ER_03	Det,Det:Art,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Verb:ser,Verb:haber,Noun:racismo,Noun:eh,Noun:Houston,Verb:tener,Noun:Austin,Noun:barrera,Noun:vez,Verb:existir,Verb:repetir,Noun:inglés,Adjective:grande,Noun:nota,Adjective:perfecto,Verb:notar,Noun:gente,Adjective:lingüístico,Adjective:nuevo,Adjective:bueno,Noun:universidad
OM039_1985_CT_SU2011_ER_04	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,Aux,Aux:Haber,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		Entities,Entities:Geo,Verb:pasar,Verb:trabajar,Verb:haber,Verb:comenzar,Noun:oportunidad,Noun:trabajo,Verb:querer,Verb:tener
OM039_1985_CT_SU2011_ER_05	Det,Det:Art,Det:Pos,Haber,Haber:Exist,Indefinido,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Genero,Genero:ExcepMasc	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Verb:estar,Noun:eh,Noun:día,Verb:hacer,Verb:reunir,Noun:aspecto,Verb:tener,Verb:tratar,Verb:conservar,Noun:Perú,Adjective:peruano,Verb:trabajar,Adjective:cultural,Noun:comida,Verb:que
OM039_1985_CT_SU2011_ER_06	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Gustar,Gustar:Propios,Pron,Pron:ObjetoDoble,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,RecuDiscurso,RecuDiscurso:GanarTiempo,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Noun:eh,Verb:estar,Verb:tener,Verb:poder,Verb:trabajar,Noun:acuerdo,Noun:país,Noun:oportunidad,Verb:haber,Verb:abrir,Verb:gustar,Noun:estado,Verb:responder,Adjective:bueno,Verb:encantar,Verb:quedar,Noun:trabajo,Noun:costa
OM039_1985_CT_SU2011_ER_07	Det,Det:Art,Det:Pos,Indefinido,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,Gustar,Gustar:Ajenos,PerfPerif	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision		Entities,Entities:Geo,Verb:ser,Noun:eh,Noun:persona,Noun:futbol,Verb:ayudar,Noun:México,Verb:llamar,Verb:ir,Noun:idioma,Verb:aprender,Noun:comida
OM039_1985_CT_SU2011_ER_08	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		,Verb:ser,Noun:acento,Verb:tener,Noun:carro,Verb:decir,Verb:mantener,Adjective:hispano,Noun:eh,Adjective:mexicano,Adjective:peruano,Noun:frontera,Verb:estar,Noun:México,Verb:pegar,Adjective:distinto,Noun:gente
OM039_1985_CT_SU2011_ER_09	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,Genero,Genero:ExcepMasc,Gustar,Gustar:Propios,MSub,MSub:Pret,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		Fraseol,Fraseol:VerbPrep,Verb:haber,Noun:español,Noun:eh,Verb:tener,Verb:decir,Verb:ser,Noun:inglés,Verb:hablar,Verb:poder,Verb:ir,Verb:venir,Noun:palabra,Verb:estar,Noun:lenguaje,Noun:cultura,Noun:Perú,Adjective:bueno,Verb:ver,Adjective:dañino,Noun:castellano,Noun:manera,Verb:mezclar,Noun:idioma,Noun:persona,Verb:opinar,Noun:estado,Verb:aprender,Verb:mostrar
OM039_1985_CT_SU2011_ER_10	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,Indefinido,MSub,MSub:Pres,Prep,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Genero,Genero:ExcepMasc,MSub,MSub:Pres,SerEstar,SerEstar:Ser	MarcadoresDisc,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad	Contacto,Contacto:Mixtas	,Verb:ser,Noun:palabra,Verb:decir,Noun:expresión,Verb:haber,Verb:hacer,Noun:eh,Noun:persona,Adjective:chévere,Noun:cerveza,Verb:preferir,Verb:usar,Verb:tomar,Verb:existir,Noun:vaso,Noun:español,Adjective:popular,Adjective:peruano,Noun:Perú,Noun:día,Noun:televisión,Verb:conocer
OM039_1985_CT_SU2011_ER_11	Det,Det:Art,Det:Demo,Det:Pos,Haber,Haber:Exist,Imperf,MSub,MSub:Pres,Prep,Prep:Para,Prep:Por,Pron,Pron:Objeto,Pron:Otros,Pron:Sujeto,SerEstar,SerEstar:Estar,SerEstar:Ser,Aux,Aux:Haber,PerfPerif,SerEstar,SerEstar:EstarAux	MarcadoresDisc,MarcadoresDisc:Causa,MarcadoresDisc:Igualdad,MarcadoresDisc:Revision,MarcadoresDisc,MarcadoresDisc:Igualdad		,Noun:eh,Verb:tener,Verb:hacer,Verb:haber,Noun:año,Noun:meta,Verb:ser,Verb:estar,Verb:casar,Verb:ver,Adjective:diferente,Noun:título,Adjective:claro,Verb:poner,Noun:momento,Adjective:estable,Verb:demorar,Noun:día,Adjective:nuevo,Verb:vivir,Verb:alcanzar,Adjective:abierto,Noun:trabajo
