clip_id	tag	tag_type	tt_start	tt_end
AF002_1989_EP_SU2011_AD_01	Indefinido	Gram	tt-22	tt-22
AF002_1989_EP_SU2011_AD_01	Indefinido	Gram	tt-28	tt-28
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-29	tt-29
AF002_1989_EP_SU2011_AD_01	RecuDiscurso	Prag	tt-33	tt-33
AF002_1989_EP_SU2011_AD_01	RecuDiscurso:GanarTiempo	Prag	tt-33	tt-33
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-37	tt-37
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-38	tt-38
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-38	tt-38
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-42	tt-42
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-44	tt-44
AF002_1989_EP_SU2011_AD_01	Indefinido	Gram	tt-51	tt-51
AF002_1989_EP_SU2011_AD_01	Imperf	Gram	tt-54	tt-54
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-54	tt-54
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-54	tt-54
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-58	tt-58
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-58	tt-58
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-66	tt-66
AF002_1989_EP_SU2011_AD_01	Indefinido	Gram	tt-70	tt-70
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-71	tt-71
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-79	tt-79
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-81	tt-81
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-82	tt-82
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-82	tt-82
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-90	tt-90
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-94	tt-94
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-95	tt-95
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-95	tt-95
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-104	tt-104
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-119	tt-119
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-120	tt-120
AF002_1989_EP_SU2011_AD_01	Det:Demo	Gram	tt-120	tt-120
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-126	tt-126
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-131	tt-131
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-131	tt-131
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-133	tt-133
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-139	tt-139
AF002_1989_EP_SU2011_AD_01	Prep:Por	Gram	tt-139	tt-139
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-140	tt-140
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-140	tt-140
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-144	tt-144
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-144	tt-144
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-146	tt-146
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-148	tt-148
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-149	tt-149
AF002_1989_EP_SU2011_AD_01	Indefinido	Gram	tt-152	tt-152
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-161	tt-161
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-161	tt-161
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-164	tt-164
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-172	tt-172
AF002_1989_EP_SU2011_AD_01	Pron	Gram	tt-173	tt-173
AF002_1989_EP_SU2011_AD_01	Pron:Sujeto	Gram	tt-173	tt-173
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-188	tt-188
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-188	tt-188
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc	Prag	tt-200	tt-200
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc:Igualdad	Prag	tt-200	tt-200
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-201	tt-201
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-201	tt-201
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc	Prag	tt-208	tt-208
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc:Revision	Prag	tt-208	tt-208
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-211	tt-211
AF002_1989_EP_SU2011_AD_01	Prep:Por	Gram	tt-211	tt-211
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-214	tt-214
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-215	tt-215
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-215	tt-215
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-218	tt-218
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-219	tt-219
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-219	tt-219
AF002_1989_EP_SU2011_AD_01	Imperf	Gram	tt-221	tt-221
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-222	tt-222
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-226	tt-226
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-229	tt-229
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-230	tt-230
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-230	tt-230
AF002_1989_EP_SU2011_AD_01	Pron	Gram	tt-234	tt-234
AF002_1989_EP_SU2011_AD_01	Pron:Objeto	Gram	tt-234	tt-234
AF002_1989_EP_SU2011_AD_01	Imperf	Gram	tt-235	tt-235
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc	Prag	tt-237	tt-237
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc:Causa	Prag	tt-237	tt-237
AF002_1989_EP_SU2011_AD_01	MSub	Gram	tt-238	tt-238
AF002_1989_EP_SU2011_AD_01	MSub:Pret	Gram	tt-238	tt-238
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-238	tt-238
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-238	tt-238
AF002_1989_EP_SU2011_AD_01	Pron	Gram	tt-241	tt-241
AF002_1989_EP_SU2011_AD_01	Pron:Objeto	Gram	tt-241	tt-241
AF002_1989_EP_SU2011_AD_01	Imperf	Gram	tt-242	tt-242
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-244	tt-244
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-244	tt-244
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-248	tt-248
AF002_1989_EP_SU2011_AD_01	Pron	Gram	tt-251	tt-251
AF002_1989_EP_SU2011_AD_01	Pron:Sujeto	Gram	tt-251	tt-251
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-262	tt-262
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-262	tt-262
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-266	tt-266
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-272	tt-272
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-280	tt-280
AF002_1989_EP_SU2011_AD_01	Pron	Gram	tt-299	tt-299
AF002_1989_EP_SU2011_AD_01	Pron:Sujeto	Gram	tt-299	tt-299
AF002_1989_EP_SU2011_AD_01	Indefinido	Gram	tt-300	tt-300
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-301	tt-301
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-304	tt-304
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc	Prag	tt-308	tt-308
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc:Revision	Prag	tt-308	tt-308
AF002_1989_EP_SU2011_AD_01	Indefinido	Gram	tt-309	tt-309
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-310	tt-310
AF002_1989_EP_SU2011_AD_01	Aux	Gram	tt-315	tt-315
AF002_1989_EP_SU2011_AD_01	Aux:Ser	Gram	tt-315	tt-315
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-316	tt-316
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-324	tt-324
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-327	tt-327
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-334	tt-334
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-340	tt-340
AF002_1989_EP_SU2011_AD_01	Prep	Gram	tt-346	tt-346
AF002_1989_EP_SU2011_AD_01	Det	Gram	tt-347	tt-347
AF002_1989_EP_SU2011_AD_01	Det:Art	Gram	tt-347	tt-347
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-38	tt-39
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-38	tt-39
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-72	tt-73
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-72	tt-73
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-82	tt-83
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-82	tt-83
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-95	tt-96
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-95	tt-96
AF002_1989_EP_SU2011_AD_01	PerfPerif	Gram	tt-97	tt-98
AF002_1989_EP_SU2011_AD_01	PerfPerif	Gram	tt-143	tt-144
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc	Prag	tt-184	tt-185
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc:Revision	Prag	tt-184	tt-185
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc	Prag	tt-211	tt-212
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc:Igualdad	Prag	tt-211	tt-212
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-227	tt-228
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-227	tt-228
AF002_1989_EP_SU2011_AD_01	Gustar	Gram	tt-234	tt-235
AF002_1989_EP_SU2011_AD_01	Gustar:Propios	Gram	tt-234	tt-235
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc	Prag	tt-293	tt-294
AF002_1989_EP_SU2011_AD_01	MarcadoresDisc:Revision	Prag	tt-293	tt-294
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-302	tt-303
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-302	tt-303
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-341	tt-342
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-341	tt-342
AF002_1989_EP_SU2011_AD_01	Entities	Vocab	tt-347	tt-348
AF002_1989_EP_SU2011_AD_01	Entities:Geo	Vocab	tt-347	tt-348
AF002_1989_EP_SU2011_AD_01	Noun:papá	Vocab	tt-287	tt-287
AF002_1989_EP_SU2011_AD_01	Verb:haber	Vocab	tt-143	tt-143
AF002_1989_EP_SU2011_AD_01	Verb:ser	Vocab	tt-144	tt-144
AF002_1989_EP_SU2011_AD_01	Adjective:bueno	Vocab	tt-289	tt-289
AF002_1989_EP_SU2011_AD_01	Noun:infancia	Vocab	tt-174	tt-174
AF002_1989_EP_SU2011_AD_01	Adjective:favorito	Vocab	tt-171	tt-171
AF002_1989_EP_SU2011_AD_01	Verb:ser	Vocab	tt-201	tt-201
AF002_1989_EP_SU2011_AD_01	Noun:este	Vocab	tt-115	tt-115
AF002_1989_EP_SU2011_AD_01	Noun:UNK	Vocab	tt-117	tt-117
AF002_1989_EP_SU2011_AD_01	Noun:parte	Vocab	tt-326	tt-326
AF002_1989_EP_SU2011_AD_01	Noun:Juárez	Vocab	tt-228	tt-228
AF002_1989_EP_SU2011_AD_01	Noun:Juárez	Vocab	tt-303	tt-303
AF002_1989_EP_SU2011_AD_01	Verb:retirar	Vocab	tt-333	tt-333
AF002_1989_EP_SU2011_AD_01	Noun:año	Vocab	tt-65	tt-65
AF002_1989_EP_SU2011_AD_01	Verb:haber	Vocab	tt-97	tt-97
AF002_1989_EP_SU2011_AD_01	Verb:quedar	Vocab	tt-277	tt-277
AF002_1989_EP_SU2011_AD_01	Verb:ser	Vocab	tt-131	tt-131
AF002_1989_EP_SU2011_AD_01	Adjective:chico	Vocab	tt-306	tt-306
AF002_1989_EP_SU2011_AD_01	Noun:mamá	Vocab	tt-292	tt-292
AF002_1989_EP_SU2011_AD_01	Noun:tipo	Vocab	tt-163	tt-163
AF002_1989_EP_SU2011_AD_01	Noun:casa	Vocab	tt-147	tt-147
AF002_1989_EP_SU2011_AD_01	Verb:UNK	Vocab	tt-51	tt-51
AF002_1989_EP_SU2011_AD_01	Noun:papá	Vocab	tt-261	tt-261
AF002_1989_EP_SU2011_AD_01	Noun:ama	Vocab	tt-132	tt-132
AF002_1989_EP_SU2011_AD_01	Verb:crecer	Vocab	tt-70	tt-70
AF002_1989_EP_SU2011_AD_01	Verb:ser	Vocab	tt-315	tt-315
AF002_1989_EP_SU2011_AD_01	Noun:mamá	Vocab	tt-130	tt-130
AF002_1989_EP_SU2011_AD_01	Noun:Durango	Vocab	tt-317	tt-317
AF002_1989_EP_SU2011_AD_01	Noun:UNK	Vocab	tt-259	tt-259
AF002_1989_EP_SU2011_AD_01	Noun:UNK	Vocab	tt-107	tt-107
AF002_1989_EP_SU2011_AD_01	Verb:visitar	Vocab	tt-225	tt-225
AF002_1989_EP_SU2011_AD_01	Adjective:malo	Vocab	tt-203	tt-203
AF002_1989_EP_SU2011_AD_01	Noun:trabajo	Vocab	tt-165	tt-165
AF002_1989_EP_SU2011_AD_01	Noun:México	Vocab	tt-267	tt-267
AF002_1989_EP_SU2011_AD_01	Noun:padre	Vocab	tt-118	tt-118
AF002_1989_EP_SU2011_AD_01	Noun:historia	Vocab	tt-170	tt-170
AF002_1989_EP_SU2011_AD_01	Noun:vacación	Vocab	tt-239	tt-239
AF002_1989_EP_SU2011_AD_01	Noun:familia	Vocab	tt-252	tt-252
AF002_1989_EP_SU2011_AD_01	Verb:ser	Vocab	tt-188	tt-188
AF002_1989_EP_SU2011_AD_01	Verb:recordar	Vocab	tt-192	tt-192
AF002_1989_EP_SU2011_AD_01	Adjective:malo	Vocab	tt-190	tt-190
AF002_1989_EP_SU2011_AD_01	Verb:crecer	Vocab	tt-300	tt-300
AF002_1989_EP_SU2011_AD_01	Verb:tener	Vocab	tt-168	tt-168
AF002_1989_EP_SU2011_AD_01	Noun:papá	Vocab	tt-124	tt-124
AF002_1989_EP_SU2011_AD_01	Noun:UNK	Vocab	tt-31	tt-31
AF002_1989_EP_SU2011_AD_01	Verb:gustar	Vocab	tt-235	tt-235
AF002_1989_EP_SU2011_AD_01	Verb:ser	Vocab	tt-54	tt-54
AF002_1989_EP_SU2011_AD_01	Noun:caso	Vocab	tt-121	tt-121
AF002_1989_EP_SU2011_AD_01	Verb:quedar	Vocab	tt-77	tt-77
AF002_1989_EP_SU2011_AD_01	Noun:familia	Vocab	tt-314	tt-314
AF002_1989_EP_SU2011_AD_01	Verb:hacer	Vocab	tt-106	tt-106
AF002_1989_EP_SU2011_AD_01	Noun:abuelo	Vocab	tt-111	tt-111
AF002_1989_EP_SU2011_AD_01	Noun:vida	Vocab	tt-68	tt-68
AF002_1989_EP_SU2011_AD_01	Noun:construcción	Vocab	tt-127	tt-127
AF002_1989_EP_SU2011_AD_01	Verb:UNK	Vocab	tt-242	tt-242
AF002_1989_EP_SU2011_AD_01	Noun:tipo	Vocab	tt-103	tt-103
AF002_1989_EP_SU2011_AD_01	Verb:venir	Vocab	tt-250	tt-250
AF002_1989_EP_SU2011_AD_01	Noun:Juárez	Vocab	tt-73	tt-73
AF002_1989_EP_SU2011_AD_01	Noun:paso	Vocab	tt-283	tt-283
AF002_1989_EP_SU2011_AD_01	Noun:historia	Vocab	tt-182	tt-182
AF002_1989_EP_SU2011_AD_01	Verb:trabajar	Vocab	tt-125	tt-125
AF002_1989_EP_SU2011_AD_01	Noun:Chihuahua	Vocab	tt-328	tt-328
AF002_1989_EP_SU2011_AD_01	Adjective:regular	Vocab	tt-141	tt-141
AF002_1989_EP_SU2011_AD_01	Verb:ir	Vocab	tt-221	tt-221
AF002_1989_EP_SU2011_AD_01	Noun:UNK	Vocab	tt-47	tt-47
AF002_1989_EP_SU2011_AD_01	Verb:recordar	Vocab	tt-205	tt-205
AF002_1989_EP_SU2011_AD_01	Noun:verano	Vocab	tt-216	tt-216
AF002_1989_EP_SU2011_AD_01	Noun:trabajo	Vocab	tt-105	tt-105
AF002_1989_EP_SU2011_AD_01	Noun:papá	Vocab	tt-320	tt-320
AF002_1989_EP_SU2011_AD_01	Adjective:mexicano	Vocab	tt-263	tt-263
AF002_1989_EP_SU2011_AD_01	Noun:paso	Vocab	tt-39	tt-39
AF002_1989_EP_SU2011_AD_01	Noun:frontera	Vocab	tt-80	tt-80
AF002_1989_EP_SU2011_AD_01	Noun:familia	Vocab	tt-297	tt-297
AF002_1989_EP_SU2011_AD_01	Noun:UNK	Vocab	tt-35	tt-35
AF002_1989_EP_SU2011_AD_01	Noun:verano	Vocab	tt-245	tt-245
AF002_1989_EP_SU2011_AD_01	Adjective:bueno	Vocab	tt-220	tt-220
AF002_1989_EP_SU2011_AD_01	Noun:Durango	Vocab	tt-311	tt-311
AF002_1989_EP_SU2011_AD_01	Adjective:primero	Vocab	tt-59	tt-59
AF002_1989_EP_SU2011_AD_01	Noun:ama	Vocab	tt-145	tt-145
AF002_1989_EP_SU2011_AD_01	Noun:casa	Vocab	tt-134	tt-134
AF002_1989_EP_SU2011_AD_01	Adjective:bueno	Vocab	tt-198	tt-198
AF002_1989_EP_SU2011_AD_01	Noun:papá	Vocab	tt-156	tt-156
AF002_1989_EP_SU2011_AD_01	Verb:nacer	Vocab	tt-28	tt-28
AF002_1989_EP_SU2011_AD_01	Adjective:mismo	Vocab	tt-162	tt-162
AF002_1989_EP_SU2011_AD_01	Verb:venir	Vocab	tt-265	tt-265
AF002_1989_EP_SU2011_AD_01	Noun:Laura	Vocab	tt-16	tt-16
AF002_1989_EP_SU2011_AD_01	Verb:casar	Vocab	tt-152	tt-152
AF002_1989_EP_SU2011_AD_01	Noun:familia	Vocab	tt-257	tt-257
AF002_1989_EP_SU2011_AD_01	Noun:cosa	Vocab	tt-196	tt-196
AF002_1989_EP_SU2011_AD_01	Noun:Durango	Vocab	tt-273	tt-273
AF002_1989_EP_SU2011_AD_01	Verb:ser	Vocab	tt-262	tt-262
AF002_1989_EP_SU2011_AD_01	Noun:UNK	Vocab	tt-110	tt-110
AF002_1989_EP_SU2011_AD_01	Adjective:recuerdo	Vocab	tt-209	tt-209
AF002_1989_EP_SU2011_AD_01	Noun:paso	Vocab	tt-96	tt-96
AF002_1989_EP_SU2011_AD_01	Noun:mamá	Vocab	tt-138	tt-138
AF002_1989_EP_SU2011_AD_01	Verb:nacer	Vocab	tt-22	tt-22
AF002_1989_EP_SU2011_AD_01	Verb:nacer	Vocab	tt-309	tt-309
AF002_1989_EP_SU2011_AD_01	Noun:octubre	Vocab	tt-43	tt-43
AF002_1989_EP_SU2011_AD_01	Verb:vivir	Vocab	tt-98	tt-98
AF002_1989_EP_SU2011_AD_01	Noun:este	Vocab	tt-322	tt-322
AF002_1989_EP_SU2011_AD_01	Noun:mamá	Vocab	tt-270	tt-270
AF002_1989_EP_SU2011_AD_01	Noun:paso	Vocab	tt-83	tt-83
AF002_1989_EP_SU2011_AD_01	Noun:padre	Vocab	tt-108	tt-108
AF002_1989_EP_SU2011_AD_02	Pron	Gram	tt-351	tt-351
AF002_1989_EP_SU2011_AD_02	Pron:Objeto	Gram	tt-351	tt-351
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-355	tt-355
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-356	tt-356
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-356	tt-356
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-361	tt-361
AF002_1989_EP_SU2011_AD_02	Pron	Gram	tt-362	tt-362
AF002_1989_EP_SU2011_AD_02	Pron:Sujeto	Gram	tt-362	tt-362
AF002_1989_EP_SU2011_AD_02	Aux	Gram	tt-370	tt-370
AF002_1989_EP_SU2011_AD_02	Aux:Ser	Gram	tt-370	tt-370
AF002_1989_EP_SU2011_AD_02	Pron	Gram	tt-377	tt-377
AF002_1989_EP_SU2011_AD_02	Pron:Objeto	Gram	tt-377	tt-377
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-379	tt-379
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-382	tt-382
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-382	tt-382
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-385	tt-385
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-385	tt-385
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-387	tt-387
AF002_1989_EP_SU2011_AD_02	Aux	Gram	tt-389	tt-389
AF002_1989_EP_SU2011_AD_02	Aux:Ser	Gram	tt-389	tt-389
AF002_1989_EP_SU2011_AD_02	RecuDiscurso	Prag	tt-391	tt-391
AF002_1989_EP_SU2011_AD_02	RecuDiscurso:GanarTiempo	Prag	tt-391	tt-391
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-394	tt-394
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-395	tt-395
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-395	tt-395
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-400	tt-400
AF002_1989_EP_SU2011_AD_02	Aux	Gram	tt-404	tt-404
AF002_1989_EP_SU2011_AD_02	Aux:Ser	Gram	tt-404	tt-404
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-408	tt-408
AF002_1989_EP_SU2011_AD_02	Prep:Por	Gram	tt-408	tt-408
AF002_1989_EP_SU2011_AD_02	Pron	Gram	tt-412	tt-412
AF002_1989_EP_SU2011_AD_02	Pron:Objeto	Gram	tt-412	tt-412
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc	Prag	tt-414	tt-414
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc:Revision	Prag	tt-414	tt-414
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-415	tt-415
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc	Prag	tt-421	tt-421
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc:Igualdad	Prag	tt-421	tt-421
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-424	tt-424
AF002_1989_EP_SU2011_AD_02	Prep:Por	Gram	tt-424	tt-424
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-425	tt-425
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-425	tt-425
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-428	tt-428
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-428	tt-428
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-434	tt-434
AF002_1989_EP_SU2011_AD_02	Aux	Gram	tt-437	tt-437
AF002_1989_EP_SU2011_AD_02	Aux:Estar	Gram	tt-437	tt-437
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-440	tt-440
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-441	tt-441
AF002_1989_EP_SU2011_AD_02	Det:Demo	Gram	tt-441	tt-441
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-446	tt-446
AF002_1989_EP_SU2011_AD_02	Prep:Por	Gram	tt-446	tt-446
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-454	tt-454
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-455	tt-455
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-455	tt-455
AF002_1989_EP_SU2011_AD_02	Aux	Gram	tt-460	tt-460
AF002_1989_EP_SU2011_AD_02	Aux:Ser	Gram	tt-460	tt-460
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc	Prag	tt-462	tt-462
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc:Causa	Prag	tt-462	tt-462
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-469	tt-469
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-469	tt-469
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-471	tt-471
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-473	tt-473
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc	Prag	tt-476	tt-476
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc:Igualdad	Prag	tt-476	tt-476
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-478	tt-478
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-478	tt-478
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-480	tt-480
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-482	tt-482
AF002_1989_EP_SU2011_AD_02	RecuDiscurso	Prag	tt-486	tt-486
AF002_1989_EP_SU2011_AD_02	RecuDiscurso:GanarTiempo	Prag	tt-486	tt-486
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-491	tt-491
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-496	tt-496
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-500	tt-500
AF002_1989_EP_SU2011_AD_02	Det	Gram	tt-507	tt-507
AF002_1989_EP_SU2011_AD_02	Det:Art	Gram	tt-507	tt-507
AF002_1989_EP_SU2011_AD_02	Prep	Gram	tt-509	tt-509
AF002_1989_EP_SU2011_AD_02	Entities	Vocab	tt-401	tt-402
AF002_1989_EP_SU2011_AD_02	Entities:Geo	Vocab	tt-401	tt-402
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc	Prag	tt-408	tt-409
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc:Igualdad	Prag	tt-408	tt-409
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc	Prag	tt-446	tt-447
AF002_1989_EP_SU2011_AD_02	MarcadoresDisc:Igualdad	Prag	tt-446	tt-447
AF002_1989_EP_SU2011_AD_02	Entities	Vocab	tt-483	tt-484
AF002_1989_EP_SU2011_AD_02	Entities:Geo	Vocab	tt-483	tt-484
AF002_1989_EP_SU2011_AD_02	Noun:fecha	Vocab	tt-383	tt-383
AF002_1989_EP_SU2011_AD_02	Noun:vez	Vocab	tt-375	tt-375
AF002_1989_EP_SU2011_AD_02	Noun:familia	Vocab	tt-363	tt-363
AF002_1989_EP_SU2011_AD_02	Noun:tradición	Vocab	tt-426	tt-426
AF002_1989_EP_SU2011_AD_02	Noun:día	Vocab	tt-449	tt-449
AF002_1989_EP_SU2011_AD_02	Adjective:distinto	Vocab	tt-418	tt-418
AF002_1989_EP_SU2011_AD_02	Noun:fecha	Vocab	tt-479	tt-479
AF002_1989_EP_SU2011_AD_02	Verb:celebrar	Vocab	tt-420	tt-420
AF002_1989_EP_SU2011_AD_02	Verb:UNK	Vocab	tt-360	tt-360
AF002_1989_EP_SU2011_AD_02	Verb:poner	Vocab	tt-423	tt-423
AF002_1989_EP_SU2011_AD_02	Noun:padre	Vocab	tt-451	tt-451
AF002_1989_EP_SU2011_AD_02	Verb:ser	Vocab	tt-389	tt-389
AF002_1989_EP_SU2011_AD_02	Verb:poder	Vocab	tt-352	tt-352
